Name,Country,Industry,mvUsd
Glory Ltd,Japan,Industrials,16987143
Glory Sun Financial Group Ltd,Hong Kong,Technology,3
Glory Sun Land Group Ltd,Hong Kong,Real Estate,39967
GoDaddy Inc,United States,Technology,113531569
GoTo Gojek Tokopedia Tbk PT,Indonesia,Technology,15073040
Godo Steel Ltd,Japan,Basic Materials,1285136
Godrej Agrovet Ltd,India,Consumer Staples,2177971
Godrej Consumer Products Ltd,India,Consumer Staples,74905189
Godrej Industries Ltd,India,Basic Materials,3636924
Godrej Properties Ltd,India,Real Estate,10668006
GoerTek Inc,China,Industrials,13897322
Gol Linhas Aereas Inteligentes SA,Brazil,Consumer Discretionary,1150894
Golar LNG Ltd,United States,Energy,23862953
Gold Circuit Electronics Ltd,Taiwan,Technology,13536202
Gold Fields Ltd,South Africa,Basic Materials,197255409
Gold Road Resources Ltd,Australia,Basic Materials,19352760
Goldcrest Co Ltd,Japan,Real Estate,2116650
Golden Eagle Retail Group Ltd,China,Consumer Discretionary,1053188
Golden Solar New Energy Technology Holdings Ltd,China,Consumer Discretionary,3613181
Goldman Sachs Group Inc/The,United States,Financials,732628014
Goldsun Building Materials Co Ltd,Taiwan,Industrials,11381012
Goldwin Inc,Japan,Consumer Discretionary,38856911
Gongniu Group Co Ltd,China,Industrials,14800327
Good Drinks Australia Ltd,Australia,Consumer Staples,1736234
Goodman Group,Australia,Real Estate,362111796
Goodman Property Trust,New Zealand,Real Estate,11603937
Goodyear Tire & Rubber Co/The,United States,Consumer Discretionary,18271634
Goosehead Insurance Inc,United States,Financials,1476620
Gourmet Master Co Ltd,Taiwan,Consumer Discretionary,6227414
Grab Holdings Ltd,United States,Consumer Discretionary,56534538
Grace Technology Inc,Japan,Technology,25609
Graco Inc,United States,Industrials,116115915
Gradiant Corp,South Korea,Consumer Discretionary,669457
GrafTech International Ltd,United States,Basic Materials,39464955
Grafton Group PLC,United Kingdom,Industrials,56538729
Graham Holdings Co,United States,Consumer Discretionary,23344258
GrainCorp Ltd,Australia,Consumer Staples,17775987
Grainger PLC,United Kingdom,Real Estate,205195677
GrameenPhone Ltd,Bangladesh,Telecommunications,32354604
Grand Baoxin Auto Group Ltd,China,Consumer Discretionary,2
Grand Canyon Education Inc,United States,Consumer Discretionary,11761015
Grand City Properties SA,Germany,Real Estate,20841490
Grand Korea Leisure Co Ltd,South Korea,Consumer Discretionary,2250677
Grand Pacific Petrochemical,Taiwan,Basic Materials,9271216
Grange Resources Ltd,Australia,Basic Materials,2935235
Granges AB,Sweden,Consumer Discretionary,30364925
Granite Construction Inc,United States,Industrials,30408285
Granite Point Mortgage Trust Inc,United States,Financials,1702872
Granite Real Estate Investment Trust,Canada,Real Estate,31040038
Granules India Ltd,India,Health Care,10747772
Grape King Bio Ltd,Taiwan,Consumer Staples,10188609
Graphic Packaging Holding Co,United States,Industrials,216431824
Graphisoft Park SE,Hungary,Real Estate,210257
Graphite India Ltd,India,Industrials,3605023
Grasim Industries Ltd,India,Industrials,262840966
Gray Television Inc,United States,Consumer Discretionary,9115139
Great China Metal Industry,Taiwan,Industrials,1088543
Great Eastern Shipping Co Ltd/The,India,Industrials,10590748
Great Portland Estates PLC,United Kingdom,Real Estate,232776500
Great Taipei Gas Co Ltd,Taiwan,Utilities,2756682
Great Tree Pharmacy Co Ltd,Taiwan,Consumer Staples,5278245
Great Wall Enterprise Co Ltd,Taiwan,Consumer Staples,18599293
Great Wall Motor Co Ltd,China,Consumer Discretionary,60834153
Great-West Lifeco Inc,Canada,Financials,69262572
Greatech Technology Bhd,Malaysia,Industrials,11561062
Greatek Electronics Inc,Taiwan,Technology,9268761
Greater Than AB,Sweden,Technology,2750483
Gree Electric Appliances Inc of Zhuhai,China,Consumer Discretionary,25572528
Gree Inc,Japan,Technology,3310897
Green Cross Corp/South Korea,South Korea,Health Care,7395273
Green Cross Holdings Corp,South Korea,Health Care,3649723
Green Dot Corp,United States,Industrials,7820364
Green Technology Metals Ltd,Australia,Basic Materials,2204958
GreenTree Hospitality Group Ltd,China,Consumer Discretionary,188097
Greenbrier Cos Inc/The,United States,Industrials,9113957
Greencore Group PLC,United Kingdom,Consumer Staples,7675722
Greenland Hong Kong Holdings Ltd,China,Real Estate,96
Greentown China Holdings Ltd,China,Real Estate,34622336
Greentown Service Group Co Ltd,China,Real Estate,30363423
Greenvolt-Energias Renovaveis SA,Portugal,Utilities,22470375
Greggs PLC,United Kingdom,Consumer Staples,56154905
Greif Inc,United States,Industrials,16668970
Grendene SA,Brazil,Consumer Discretionary,706905
Griffon Corp,United States,Industrials,14521399
Grifols SA,Spain,Health Care,113942720
Grindrod Ltd,South Africa,Industrials,246887
Grindwell Norton Ltd,India,Basic Materials,3909693
Grocery Outlet Holding Corp,United States,Consumer Staples,16272141
Group 1 Automotive Inc,United States,Consumer Discretionary,7705587
Group Lease PCL,Thailand,Financials,23038
Groupe Bruxelles Lambert NV,Belgium,Financials,340099813
Groupe LDLC,France,Technology,4096087
Growens SpA,Italy,Technology,1865012
Growthpoint Properties Australia Ltd,Australia,Real Estate,8985048
Growthpoint Properties Ltd,South Africa,Real Estate,3455163
Gruma SAB de CV,Mexico,Consumer Staples,26589934
Grupa Azoty SA,Poland,Basic Materials,215660
Grupa Kety SA,Poland,Basic Materials,32617480
Grupo Aeroportuario del Centro Norte SAB de CV,Mexico,Industrials,30525634
Grupo Aeroportuario del Pacifico SAB de CV,Mexico,Industrials,60270214
Grupo Aeroportuario del Sureste SAB de CV,Mexico,Industrials,109395153
Grupo Argos SA/Colombia,Colombia,Industrials,3594136
Grupo Aval Acciones y Valores SA,Colombia,Financials,1581869
Grupo Bimbo SAB de CV,Mexico,Consumer Staples,138352260
Grupo Catalana Occidente SA,Spain,Financials,15917096
Grupo Comercial Chedraui SA de CV,Mexico,Consumer Discretionary,2309981
Grupo Energia Bogota SA ESP,Colombia,Utilities,1333738
Grupo Financiero Banorte SAB de CV,Mexico,Financials,331658289
Grupo Industrial Saltillo SAB de CV,Mexico,Industrials,10592928
Grupo KUO SAB De CV,Mexico,Basic Materials,3258138
Grupo Mateus SA,Brazil,Consumer Discretionary,12675328
Grupo Mexico SAB de CV,Mexico,Basic Materials,125728152
Grupo Pochteca SAB de CV,Mexico,Basic Materials,1137084
Grupo Rotoplas SAB de CV,Mexico,Utilities,23493821
Grupo SBF SA,Brazil,Consumer Discretionary,17089
Grupo Televisa SAB,Mexico,Consumer Discretionary,55299476
Grupo Traxion SAB de CV,Mexico,Industrials,21210027
Grupo de Inversiones Suramericana SA,Colombia,Financials,5749714
Gruppo MutuiOnline SpA,Italy,Financials,10592662
Guan Chong Bhd,Malaysia,Consumer Staples,2016545
Guangdong Haid Group Co Ltd,China,Consumer Staples,206087588
Guangdong Investment Ltd,China,Utilities,37779173
Guangdong Provincial Expressway Development Co Ltd,China,Industrials,4636111
Guangshen Railway Co Ltd,China,Consumer Discretionary,4006565
Guangzhou Automobile Group Co Ltd,China,Consumer Discretionary,25718633
Guangzhou Baiyun International Airport Co Ltd,China,Industrials,17537323
Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,China,Health Care,96859941
Guangzhou Kingmed Diagnostics Group Co Ltd,China,Health Care,4953417
Guangzhou Tinci Materials Technology Co Ltd,China,Basic Materials,6213985
Guaranty Trust Holding Co PLC,Nigeria,Financials,5021786
Guardant Health Inc,United States,Health Care,21407570
Gudeng Precision Industrial Co Ltd,Taiwan,Technology,7394884
Guerbet,France,Health Care,3230878
Guess? Inc,United States,Consumer Discretionary,6087515
Guidewire Software Inc,United States,Technology,53116505
Guinness Nigeria PLC,Nigeria,Consumer Staples,2903495
Gujarat Gas Ltd,India,Utilities,8336218
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,India,Basic Materials,5418857
Gujarat Pipavav Port Ltd,India,Industrials,21240370
Gujarat State Fertilizers & Chemicals Ltd,India,Basic Materials,2
Gujarat State Petronet Ltd,India,Energy,49862321
Gulf Bank KSCP,Kuwait,Financials,95691925
Gulf Energy Development PCL,Thailand,Utilities,92422070
Gulf Warehousing Co,Qatar,Industrials,14814910
Gun-Ei Chemical Industry Co Ltd,Japan,Basic Materials,352807
GungHo Online Entertainment Inc,Japan,Consumer Discretionary,10055036
Gunkul Engineering PCL,Thailand,Industrials,742072
Gunma Bank Ltd/The,Japan,Financials,35037614
Gunosy Inc,Japan,Technology,1347665
Gunze Ltd,Japan,Consumer Discretionary,4668210
Guotai Junan International Holdings Ltd,Hong Kong,Financials,4173167
Guotai Junan Securities Co Ltd,China,Financials,9160128
Gurunavi Inc,Japan,Consumer Discretionary,833941
Gym Group PLC/The,United Kingdom,Consumer Discretionary,1972699
H & M Hennes & Mauritz AB,Sweden,Consumer Discretionary,70367397
H Lundbeck A/S,Denmark,Health Care,28618293
H World Group Ltd,China,Consumer Discretionary,92890554
H&E Equipment Services Inc,United States,Industrials,17018599
H&R Block Inc,United States,Consumer Discretionary,58072769
H&R GmbH & Co KGaA,Germany,Basic Materials,829268
H&R Real Estate Investment Trust,Canada,Real Estate,22629608
H.U. Group Holdings Inc,Japan,Health Care,18027229
H2O Retailing Corp,Japan,Consumer Discretionary,15142545
HAESUNG DS Co Ltd,South Korea,Technology,2501958
HAL Trust,Netherlands,Financials,227196
HB Fuller Co,United States,Industrials,58592752
HCA Healthcare Inc,United States,Health Care,534671193
HCL Technologies Ltd,India,Technology,150170852
HD Hyundai Co Ltd,South Korea,Industrials,21696326
HDC Holdings Co Ltd,South Korea,Industrials,835804
HDFC Asset Management Co Ltd,India,Financials,10699239
HDFC Bank Ltd,India,Financials,369799912
HDFC Life Insurance Co Ltd,India,Financials,52992754
HEG Ltd,India,Industrials,1277619
HEICO Corp,United States,Industrials,157263295
HELLENIQ ENERGY HOLDINGS S.A.,Greece,Energy,4404049
HF Sinclair Corp,United States,Energy,96834264
HFCL Ltd,India,Telecommunications,4454249
HI-LEX CORP,Japan,Industrials,2011555
HIS Co Ltd,Japan,Consumer Discretionary,2721531
HJ Shipbuilding & Construction Co Ltd,South Korea,Industrials,171526
HK inno N Corp,South Korea,Health Care,5386211
HKBN Ltd,Hong Kong,Telecommunications,7992306
HL Holdings Corp,South Korea,Consumer Discretionary,1652621
HL Mando Co Ltd,South Korea,Consumer Discretionary,5252194
HLB Global Co Ltd,South Korea,Energy,1390470
HLB Inc,South Korea,Consumer Discretionary,17257158
HLB Life Science CO LTD,South Korea,Energy,6350191
HLB Therapeutics Co Ltd,South Korea,Health Care,2014813
HMC Capital Ltd,Australia,Real Estate,3343427
HMM Co Ltd,South Korea,Industrials,73784257
HMS Networks AB,Sweden,Telecommunications,23285716
HNI Corp,United States,Consumer Discretionary,10934832
HOCHTIEF AG,Germany,Industrials,46485797
HP Inc,United States,Technology,144447155
HPSP Co Ltd,South Korea,Technology,1906241
HS Industries Co Ltd,South Korea,Industrials,5596739
HSBC Holdings PLC,United Kingdom,Financials,3668108680
HSS Engineers Bhd,Malaysia,Industrials,468558
HT&E Ltd,Australia,Consumer Discretionary,3898539
HTC Corp,Taiwan,Telecommunications,16686088
HUA ENG Wire & Cable Co Ltd,Taiwan,Industrials,446
HUB24 Ltd,Australia,Financials,10135431
HUGO BOSS AG,Germany,Consumer Discretionary,107560642
HUTCHMED China Ltd,Hong Kong,Health Care,26619399
HUUUGE Inc,United States,Consumer Discretionary,12126988
HUYA Inc,China,Consumer Discretionary,773430
HYBE Co Ltd,South Korea,Consumer Discretionary,50488150
HYUNDAI Corp,South Korea,Industrials,782891
Ha Do Group JSC,Vietnam,Real Estate,12221754
Hachijuni Bank Ltd/The,Japan,Financials,29312670
Haci Omer Sabanci Holding AS,Turkey,Financials,27585711
Hackett Group Inc/The,United States,Technology,5554899
Haemonetics Corp,United States,Health Care,33931891
Haichang Ocean Park Holdings Ltd,China,Consumer Discretionary,20910
Haidilao International Holding Ltd,China,Consumer Discretionary,30949795
Haier Smart Home Co Ltd,China,Consumer Discretionary,211429690
Hain Celestial Group Inc/The,United States,Consumer Staples,11823632
Hainan Meilan International Airport Co Ltd,China,Industrials,11739665
Haitian International Holdings Ltd,China,Industrials,25879325
Haitong International Securities Group Ltd,Hong Kong,Financials,4594861
Haitong Securities Co Ltd,China,Financials,24108085
Hakuhodo DY Holdings Inc,Japan,Consumer Discretionary,37328585
Hakuto Co Ltd,Japan,Technology,3521783
Haleon PLC,United Kingdom,Health Care,464939409
Halfords Group PLC,United Kingdom,Consumer Discretionary,18119801
Halliburton Co,United States,Energy,448874658
Halma PLC,United Kingdom,Industrials,210081671
Halows Co Ltd,Japan,Consumer Staples,229447
Halozyme Therapeutics Inc,United States,Health Care,53956620
Hamakyorex Co Ltd,Japan,Industrials,3533307
Hamamatsu Photonics KK,Japan,Industrials,93508798
Hamburger Hafen und Logistik AG,Germany,Industrials,8629507
Hamilton Lane Inc,United States,Financials,22673567
Hammerson PLC,United Kingdom,Real Estate,23371308
Han Kuk Carbon Co Ltd,South Korea,Basic Materials,1738481
Han's Laser Technology Industry Group Co Ltd,China,Technology,17823369
Hana Financial Group Inc,South Korea,Financials,149830831
Hana Materials Inc,South Korea,Technology,11342076
Hana Microelectronics PCL,Thailand,Technology,44219287
Hana Micron Inc,South Korea,Technology,1952898
Hana Tour Service Inc,South Korea,Consumer Discretionary,3928265
Hanall Biopharma Co Ltd,South Korea,Health Care,4282881
Hancock Whitney Corp,United States,Financials,42279117
Hancom Inc,South Korea,Technology,1347854
Handsome Co Ltd,South Korea,Consumer Discretionary,2452447
Hanesbrands Inc,United States,Consumer Discretionary,12663097
Hang Lung Group Ltd,Hong Kong,Real Estate,47821741
Hang Lung Properties Ltd,Hong Kong,Real Estate,35745513
Hang Seng Bank Ltd,Hong Kong,Financials,254373625
Hang Zhou Great Star Industrial Co Ltd,China,Industrials,1080833
Hangzhou Oxygen Plant Group Co Ltd,China,Industrials,15111388
Hangzhou Robam Appliances Co Ltd,China,Consumer Discretionary,22438685
Hangzhou Silan Microelectronics Co Ltd,China,Technology,36316689
Hangzhou Steam Turbine Power Group Co Ltd,China,Industrials,4062577
Hangzhou Tigermed Consulting Co Ltd,China,Health Care,27712497
Hanil Cement Co Ltd/New,South Korea,Industrials,1305049
Hanil Holdings Co Ltd,South Korea,Industrials,908917
Hanjin Kal Corp,South Korea,Consumer Discretionary,2580274
Hankook & Co Co Ltd,South Korea,Consumer Discretionary,2835418
Hankook Shell Oil Co Ltd,South Korea,Energy,948034
Hankook Tire & Technology Co Ltd,South Korea,Consumer Discretionary,5644985
Hankyu Hanshin Holdings Inc,Japan,Industrials,97377386
Hankyu Hanshin REIT Inc,Japan,Real Estate,7195915
Hanmi Pharm Co Ltd,South Korea,Health Care,17019345
Hanmi Science Co ltd,South Korea,Health Care,3491127
Hanmi Semiconductor Co Ltd,South Korea,Technology,6894870
HannStar Display Corp,Taiwan,Technology,14069066
Hannon Armstrong Sustainable Infrastructure Capital Inc,United States,Real Estate,21888014
Hannover Rueck SE,Germany,Financials,185566404
HannsTouch Solution Inc,Taiwan,Technology,3129697
Hannstar Board Corp,Taiwan,Technology,1586851
Hanon Systems,South Korea,Consumer Discretionary,17786290
Hanover Insurance Group Inc/The,United States,Financials,51392371
Hansa Biopharma AB,Sweden,Health Care,2434665
Hansae Co Ltd,South Korea,Consumer Discretionary,8956113
Hansen Technologies Ltd,Australia,Technology,11545965
Hansoh Pharmaceutical Group Co Ltd,China,Health Care,26259985
Hansol Chemical Co Ltd,South Korea,Basic Materials,72051594
Hansol Holdings Co Ltd,South Korea,Basic Materials,576782
Hansol Paper Co Ltd,South Korea,Basic Materials,992927
Hansol Technics Co Ltd,South Korea,Technology,719917
Hanssem Co Ltd,South Korea,Consumer Discretionary,493122
Hanwa Co Ltd,Japan,Industrials,22433955
Hanwha Aerospace Co Ltd,South Korea,Industrials,21644509
Hanwha Corp,South Korea,Industrials,10446250
Hanwha General Insurance Co Ltd,South Korea,Financials,2333762
Hanwha Investment & Securities Co Ltd,South Korea,Financials,1548004
Hanwha Life Insurance Co Ltd,South Korea,Financials,6329474
Hanwha Solutions Corp,South Korea,Basic Materials,141927458
Hanwha Systems Co Ltd,South Korea,Industrials,10520113
Happiest Minds Technologies Ltd,India,Technology,2838970
Happinet Corp,Japan,Consumer Discretionary,2347479
Hapvida Participacoes e Investimentos S/A,Brazil,Health Care,81670071
Harel Insurance Investments & Financial Services Ltd,Israel,Financials,1127750
Hargreaves Lansdown PLC,United Kingdom,Financials,63708203
Harim Holdings Co Ltd,South Korea,Consumer Staples,10091181
Harley-Davidson Inc,United States,Consumer Discretionary,2380186
Harmonic Drive Systems Inc,Japan,Industrials,11870431
Harmony Biosciences Holdings Inc,United States,Health Care,13236508
